rxns	TCGA-44-6148-11	TCGA-50-5939-11	TCGA-49-6761-11	TCGA-55-6971-11	TCGA-91-6835-11	TCGA-38-4632-11	TCGA-49-6745-11	TCGA-44-2668-11	TCGA-91-6831-11	TCGA-55-6982-11
SLDt	1	1	1	1	1	1	1	1	1	1
SLDx	1	1	1	1	1	1	1	1	1	1
SMPD3g	1	1	1	1	1	1	1	0	1	1
SMPD3l	1	1	1	1	1	1	1	0	1	1
SMPD4	0	0	0	0	0	0	0	0	0	0
SMS	1	1	1	1	1	1	1	1	1	1
SO4CLtex2	1	1	1	1	1	1	1	1	1	1
SO4HCOtex	1	1	1	1	1	1	1	1	1	1
SO4OXAtex2	1	1	1	1	1	1	1	1	1	1
SO4t4_2	1	1	1	1	1	1	1	1	1	1
SO4tl	1	1	1	1	1	1	1	1	1	1
SPC_HSt	0	0	0	0	0	0	0	0	0	0
SPH1Pte	1	1	1	1	1	1	1	1	1	1
SPH1Ptr	1	1	1	1	1	1	1	1	1	1
SPHGNtr	1	1	1	1	1	1	1	1	1	1
SPHINGStl	1	1	1	1	1	1	1	1	1	1
SPHINGStr	1	1	1	1	1	1	1	1	1	1
SPHK21c	1	1	1	1	1	1	1	1	1	1
SPHMDAc	0	0	0	0	0	0	0	0	0	0
SPHMYLNtg	1	1	1	1	1	1	1	0	1	1
SPHMYLNtl	1	1	1	1	1	1	1	0	1	1
SPHS1Pte	1	1	1	1	1	1	1	1	1	1
SPHS1Ptr	1	1	1	1	1	1	1	1	1	1
SPMDOX	1	1	1	1	1	1	1	1	1	1
SPMS	1	1	1	1	1	1	1	1	1	1
SPODM	1	1	1	1	1	1	1	1	1	1
SPODMe	1	1	1	1	1	1	1	1	1	1
SPODMm	1	1	1	1	1	1	1	1	1	1
SPODMn	1	1	1	1	1	1	1	1	1	1
SPODMx	1	1	1	1	1	1	1	1	1	1
SPRMS	1	1	1	1	1	1	1	1	1	1
SPTix	0	0	0	0	0	0	0	0	0	0
SQLEr	1	1	1	1	1	1	1	1	1	1
SQLSr	1	1	1	1	1	1	1	1	1	1
SR5AR2r	1	1	1	1	1	1	1	1	0	1
SR5ARr	1	1	1	1	1	1	1	1	0	1
SRTNt6_2_r	1	1	1	1	0	1	1	1	1	1
SRTNtu	0	1	1	1	0	1	1	0	0	1
ST3GAL21g	1	1	1	1	1	1	1	1	1	1
ST3GAL22g	1	1	1	1	1	1	1	1	1	1
ST3GAL23g	1	1	1	1	1	1	1	1	1	1
ST3GAL31g	1	1	1	1	1	1	1	1	1	1
ST3GAL61g	1	1	1	1	1	1	1	1	1	1
ST3GAL62g	1	1	1	1	1	1	1	1	1	1
ST6GALNAC21	1	1	1	1	1	1	1	1	1	1
ST6GALNAC22	1	1	1	1	1	1	1	1	1	1
ST6GALNAC23	1	1	1	1	1	1	1	1	1	1
ST6GALNAC24	1	1	1	1	1	1	1	1	1	1
ST6GALNAC25	1	1	1	1	1	1	1	1	1	1
ST6GALNAC26	1	1	1	1	1	1	1	1	1	1
ST6GALNAC27	1	1	1	1	1	1	1	1	1	1
ST6GALNAC28	1	1	1	1	1	1	1	1	1	1
ST6GALNAC31	1	1	1	1	1	1	1	1	1	1
ST6GALNAC62	1	1	1	1	1	1	1	1	1	1
ST8SIA11	1	1	1	1	1	1	1	0	1	1
ST8SIA12	1	1	1	1	1	1	1	1	1	1
ST8SIA51g	1	1	1	1	1	1	1	1	1	1
ST8SIA52g	0	0	0	0	0	0	0	0	0	0
ST8SIA53g	1	1	1	1	1	1	1	1	1	1
ST8SIA54g	0	0	0	0	0	0	0	0	0	0
ST8SIA55g	0	0	0	0	0	0	0	0	0	0
ST8SIA56g	1	1	1	1	1	1	1	1	1	1
STCOAtx	0	1	0	0	0	1	0	0	0	0
STRDNCCPT1	1	1	1	1	1	1	1	1	1	1
STRDNCCPT2	1	1	1	1	1	1	1	1	1	1
STRDNCCRNt	1	1	1	1	1	1	1	1	1	1
STRDNCt	1	1	1	1	1	1	1	1	1	1
STS1	1	1	1	1	1	1	1	1	1	1
STS2	1	1	1	1	1	1	1	1	1	1
SUCCt2m	1	1	1	1	1	1	1	1	1	1
SUCCt4_2	1	1	1	1	0	1	1	0	1	0
SUCCtp	1	1	1	1	1	1	1	0	1	1
SUCD1m	1	1	1	1	1	1	1	1	1	1
SUCOAS1m	1	1	1	1	1	1	1	1	1	1
SUCOASm	1	1	1	1	1	1	1	1	1	1
SUCRe	0	0	0	0	0	0	0	1	0	0
SULFOX	1	1	1	1	1	1	1	1	1	1
T4HCINNMFM	1	1	1	1	1	1	1	1	1	1
TAGAT_Dt	1	1	1	1	1	1	1	1	0	1
TAGt	0	0	0	0	0	0	0	0	0	0
TALA	1	1	1	1	1	1	1	1	1	1
TAURt4_2_r	1	1	1	1	1	1	1	1	1	1
TAURtcx	1	1	1	1	1	1	1	1	1	1
TAXOLte	0	0	0	0	0	0	0	0	0	0
TCHOLAt	1	1	1	1	0	1	1	1	1	1
TCHOLAt2	0	0	0	0	0	0	0	0	0	0
TCHOLAt3	1	1	1	1	1	1	1	1	1	1
TCHOLAte	0	0	0	0	0	0	0	0	0	0
TCHOLAtx	1	1	1	1	1	1	1	1	1	1
TCYNTt	1	1	1	1	1	1	1	1	1	1
TCYNTtm	1	1	1	1	1	1	1	1	1	1
TDCHOLAte	0	0	0	0	1	0	0	0	0	0
TDCHOLAtx	0	0	0	0	1	0	0	0	0	0
TDP	0	0	0	0	0	0	0	0	0	0
TDPm	0	0	0	0	0	0	0	0	0	0
TETHEX3COAtx	1	1	1	1	1	1	1	1	1	1
TETHEX3t	1	1	1	1	1	1	1	1	1	1
TETPENT3COAtx	1	1	1	1	1	1	1	1	1	1
TETPENT3t	1	1	1	1	1	1	1	1	1	1
TETPENT6COAtx	1	1	1	1	1	1	1	1	1	1
TETPENT6t	1	1	1	1	1	1	1	1	1	1
TETTET6COAtx	1	1	1	1	1	1	1	1	1	1
TETTET6t	1	1	1	1	1	1	1	1	1	1
THBPT4ACAMDASE	1	1	1	1	1	1	1	1	1	1
THCHOLSTOICtm	1	1	1	1	1	1	1	1	1	1
THD1m	1	1	1	1	1	1	1	1	1	1
THFt2	1	1	1	1	1	1	1	1	1	1
THFtl	1	1	1	1	1	1	1	1	1	1
THFtm	0	0	0	0	0	0	0	0	0	0
THMDt4	0	0	0	0	1	0	0	1	0	0
THMMPt4	1	1	1	1	1	1	1	1	1	1
THMMPtm	0	0	0	0	0	0	0	0	0	0
THMP	1	1	1	1	1	1	1	1	1	1
THMPPtm	0	0	0	0	0	0	0	0	0	0
THMt3	1	1	1	1	1	1	1	1	1	1
THMTP	1	1	1	1	1	1	1	1	1	1
THMTPt	1	1	1	1	1	1	1	1	1	1
THP2Ctp	1	1	1	1	1	1	1	0	1	1
THRALANaEx	1	1	1	1	1	1	1	1	1	1
THRASNNaEx	1	1	1	1	1	1	1	1	1	1
THRCYSNaEx	1	1	1	1	1	1	1	1	1	1
THRD_L	0	1	0	1	0	1	0	1	1	0
THRGLNexR	0	0	0	0	0	0	0	0	0	0
THRGLNNaEx	1	1	1	1	1	1	1	1	1	1
THRGLYexR	0	0	0	0	0	0	0	0	0	0
THRSERNaEx	1	1	1	1	1	1	1	1	1	1
THRt4	1	1	1	1	1	1	1	1	1	1
THYMDt1	1	1	1	1	1	1	1	1	1	1
THYMDtm	1	1	1	1	1	1	1	1	1	1
THYMt	1	1	1	1	1	1	1	1	1	1
THYOXt	1	1	1	0	0	1	1	1	1	1
THYOXt2	1	1	1	1	1	1	1	1	1	1
THYPX	0	0	0	0	0	0	0	0	0	0
TKT1	1	1	1	1	1	1	1	1	1	1
TKT2	1	1	1	1	1	1	1	1	1	1
TMDK1	1	1	1	1	1	1	1	1	1	1
TMDK1m	1	1	1	1	1	1	1	1	1	1
TMDPK	1	1	1	1	1	1	1	1	1	1
TMDPP	1	1	1	1	1	1	1	1	1	1
TMDPPK	1	1	1	1	1	1	1	1	1	1
TMDS	0	1	1	1	1	1	1	1	0	1
TMNDNCCOAtx	1	1	1	1	1	1	1	1	1	1
TMNDNCCPT1	1	1	1	1	1	1	1	1	1	1
TMNDNCCPT2	1	1	1	1	1	1	1	1	1	1
TMNDNCCRNt	1	1	1	1	1	1	1	1	1	1
TMNDNCt	1	1	1	1	1	1	1	1	1	1
TOLBUTAMIDEte	0	0	0	0	0	0	0	0	0	0
TPI	1	1	1	1	1	1	1	1	1	1
TRDR	1	1	1	1	1	1	1	1	1	1
TRDR2	1	1	1	1	1	1	1	1	1	1
TRDR3	1	1	1	1	1	1	1	1	1	1
TRDRm	1	1	1	1	1	1	1	1	1	1
TREHe	0	0	0	0	0	0	0	0	0	0
TRIODTHYSUFt	1	1	1	1	1	1	1	1	1	1
TRIODTHYSULT	1	1	1	1	1	1	1	1	1	1
TRIODTHYt	1	1	1	0	0	1	1	1	1	1
TRIODTHYt2	1	1	1	1	1	1	1	1	1	1
TRIOK	0	0	0	0	0	0	0	0	0	0
TRPHYDRO2	0	0	0	0	0	0	1	1	0	1
TRPO2	1	1	1	1	1	1	1	1	1	1
TRPt	0	1	1	1	0	1	0	1	1	0
TRPt4	1	1	1	1	1	1	1	1	1	1
TSTSTERONEGLCte	1	1	1	1	1	1	1	1	1	1
TSTSTERONEGLCtr	1	1	1	1	1	1	1	1	1	1
TSTSTERONESte	0	0	0	0	0	0	0	0	0	0
TSTSTERONESULT	0	0	0	0	0	0	0	0	0	0
TSTSTERONEt	1	1	1	1	1	1	1	1	0	1
TSTSTERONEtr	1	1	1	1	1	1	1	1	0	1
TSULt4_3	1	1	1	1	1	1	1	1	1	1
TTDCAtr	1	1	1	1	1	1	1	1	1	1
TTDCPT1	1	1	1	1	1	1	1	1	1	1
TTDCPT2	1	1	1	1	1	1	1	1	1	1
TTDCRNt	1	1	1	1	1	1	1	1	1	1
TXA2te	1	1	1	1	1	1	1	1	1	1
TXA2tr	1	1	1	1	1	1	1	1	1	1
TXASr	1	1	1	1	1	1	1	1	1	1
TYMSFt	1	1	1	1	1	1	1	1	1	1
TYMSULT	1	1	1	1	1	1	1	1	1	1
TYR3MO2	1	0	0	0	0	0	0	0	0	0
TYRASE	1	1	0	0	0	1	1	0	1	0
TYRCBOX	1	1	1	1	1	1	1	1	1	1
TYRDOPO	0	0	0	0	0	0	0	0	0	0
TYRDOPO3	1	1	0	0	0	1	1	0	1	0
TYROXDAc	1	1	1	1	1	1	1	1	1	1
TYRt	0	1	1	1	0	1	0	1	1	0
TYRt4	1	1	1	1	1	1	1	1	1	1
TYRTA	1	1	1	1	1	1	1	1	1	1
TYRTAm	1	1	1	1	1	1	1	1	1	1
UAG2EMAi	1	1	1	1	1	1	1	1	1	1
UAG4E	1	1	1	1	1	1	1	1	1	1
UAGALDP	1	1	1	1	1	1	1	1	1	1
UAGDP	1	1	1	1	1	1	1	1	1	1
UDPACGALtl	1	1	1	1	1	1	1	1	1	1
UDPDOLPT_L	1	1	1	1	1	1	1	1	1	1
UDPDOLPT_U	1	1	1	1	1	1	1	1	1	1
UDPG1P	0	0	0	0	0	0	0	0	0	0
UDPG4E	1	1	1	1	1	1	1	1	1	1
UDPGALtg	1	1	1	1	1	1	1	1	1	1
UDPGD	1	1	1	1	1	1	1	1	1	1
UDPGLCAter	1	1	1	1	1	1	1	1	1	1
UDPGLCter	0	0	0	0	0	0	0	0	0	0
UDPGNP	0	0	0	0	0	0	0	0	0	0
UDPGP	1	1	1	1	1	1	1	1	1	1
UDPtl	1	1	1	1	1	1	1	1	1	1
UGALGTg	1	1	1	1	1	1	1	1	1	1
UGALNACtg	1	1	1	1	1	1	1	1	1	1
UGCG	1	1	1	1	1	1	1	1	1	1
UGLCNACtg	1	1	1	1	1	1	1	1	1	1
UGLT	1	1	1	1	1	1	1	1	1	1
UGT1A10r	1	0	1	1	1	0	1	1	1	1
UGT1A1r	1	1	1	1	1	1	1	1	1	1
UGT1A2r	0	0	0	0	0	0	0	0	0	0
UGT1A3r	1	1	1	1	1	1	1	1	1	1
UGT1A4r	1	1	1	1	1	1	1	1	1	1
UGT1A5r	0	0	0	0	0	0	0	0	0	0
UGT1A5r2	0	0	0	0	0	0	0	0	0	0
UGT1A6r	0	0	0	0	0	0	0	0	0	0
UGT1A9r	1	1	1	1	1	1	1	1	1	1
UMPK	1	1	1	1	1	1	1	1	1	1
UMPK2	1	1	1	1	1	1	1	1	1	1
UMPK2n	1	1	1	1	1	1	1	1	1	1
UMPK3	1	1	1	1	1	1	1	1	1	1
UMPK3n	1	1	1	1	1	1	1	1	1	1
UMPK4	1	1	1	1	1	1	1	1	1	1
UMPK4n	1	1	1	1	1	1	1	1	1	1
UMPK5	1	1	1	1	1	1	1	1	1	1
UMPK5n	1	1	1	1	1	1	1	1	1	1
UMPK6	1	1	1	1	1	1	1	1	1	1
UMPK6n	1	1	1	1	1	1	1	1	1	1
UMPK7	1	1	1	1	1	1	1	1	1	1
UMPK7n	1	1	1	1	1	1	1	1	1	1
UMPKm	1	1	1	1	1	1	1	1	1	1
UMPKn	1	1	1	1	1	1	1	1	1	1
UMPtr	1	1	0	0	0	1	0	0	1	0
UNK2	1	1	1	1	1	1	1	1	1	1
UNK3	0	0	0	0	0	0	0	0	0	0
UPP3S	1	1	1	1	1	1	1	1	1	1
UPPDC1	1	1	1	1	1	1	1	1	1	1
UPPN	1	1	1	1	1	1	1	1	1	1
URAt	1	1	1	1	1	1	1	1	1	1
URATEt	1	1	1	1	1	1	1	1	1	1
URATEtx	0	0	0	0	0	0	0	0	0	0
URCN	0	0	0	0	0	0	0	0	0	0
UREAt	1	1	1	1	1	1	1	1	1	1
UREAt5	1	1	1	1	0	1	1	1	1	0
UREAtm	1	1	1	1	1	1	1	1	1	1
URIDK2m	1	0	0	0	0	0	0	0	1	0
URIK1	1	1	1	1	1	1	1	1	1	1
URIt	1	1	1	1	1	1	1	1	1	1
URIt4	0	0	0	0	1	0	0	1	0	0
Uritm	1	1	1	1	1	1	1	1	1	1
Uritn	0	0	0	0	0	0	0	0	0	0
UROLACer	0	0	0	0	0	0	0	0	0	0
VACCCPT1	1	1	1	1	1	1	1	1	1	1
VACCCPT2	1	1	1	1	1	1	1	1	1	1
VACCCRNt	1	1	1	1	1	1	1	1	1	1
VACCt	1	1	1	1	1	1	1	1	1	1
VALt4	1	1	1	1	1	1	1	1	1	1
VALt5m	1	1	1	1	1	1	1	1	1	1
VALTA	1	1	1	1	1	1	1	1	1	1
VALTAm	1	1	1	1	1	1	1	1	1	1
VALtec	1	1	1	1	1	1	1	1	1	1
VD3	0	0	0	0	0	0	0	0	0	0
VITD3Hm	1	1	1	1	1	1	1	1	1	1
VITD3t	0	0	0	0	0	0	0	0	0	0
VITD3t2	1	1	1	1	1	1	1	1	1	1
VITD3tm	0	0	0	0	0	0	0	0	0	0
VITD3tm3	1	1	1	1	1	1	1	1	1	1
VLCS2p	1	1	1	1	1	1	1	1	1	1
VLCS2r	1	0	0	0	1	1	1	1	0	1
VLCSp	1	1	1	1	1	1	1	1	1	1
VLCSr	1	0	0	0	1	1	1	1	0	1
WHDDCAte	0	0	0	0	0	0	0	0	0	0
WHHDCAte	0	0	0	0	0	0	0	0	0	0
WHTTDCAte	0	0	0	0	0	0	0	0	0	0
XANDp	0	0	0	0	0	0	0	0	0	0
XANtx	0	0	0	0	0	0	0	0	0	0
XAO2x	0	0	0	0	0	0	0	0	0	0
XAOx	0	0	0	0	0	0	0	0	0	0
XOL27OHtm	1	1	0	1	0	1	0	1	1	1
XOL7AH2tm	0	0	0	0	0	0	0	0	0	0
XOL7AONEtr	0	0	0	0	1	1	0	0	0	0
XOLDIOLONEt	1	1	1	1	1	1	1	1	1	1
XOLEST2te	1	1	1	0	1	0	1	1	1	1
XOLTRI24tc	1	1	1	1	1	1	1	1	1	1
XOLTRI24te	1	1	1	1	1	1	1	1	1	1
XOLTRI25tc	1	1	0	1	0	1	0	1	1	1
XOLTRI25te	1	1	0	1	0	1	0	1	1	1
XOLTRI27tc	1	1	0	1	0	1	0	1	1	1
XOLTRI27te	1	1	0	1	0	1	0	1	1	1
XOLTRIOLtm	1	1	1	1	1	1	1	1	1	1
XYLK	1	1	1	1	1	1	1	1	1	1
XYLt	1	1	1	1	1	1	1	1	1	1
XYLTD_Dr	1	1	1	1	1	1	1	1	1	1
XYLtly	1	1	1	1	1	1	1	1	1	1
XYLTt	0	0	0	0	0	0	0	0	0	0
XYLUR	1	1	1	1	1	1	1	1	1	1
YVITEt	0	0	0	0	0	0	0	0	0	0
EX_4abutn(e)	1	1	1	1	1	1	1	1	1	1
EX_acmana(e)	1	1	1	1	1	1	1	1	1	1
EX_ahdt(e)	1	1	1	1	1	1	1	1	1	1
EX_ctp(e)	1	1	1	1	1	1	1	1	1	1
EX_dgmp(e)	0	0	0	0	0	0	0	0	0	0
EX_dgtp(e)	0	0	0	0	0	0	0	0	0	0
EX_dha(e)	1	1	1	1	1	1	1	1	1	1
EX_dhap(e)	1	1	1	1	1	1	1	1	1	1
EX_dtmp(e)	0	0	0	0	0	0	0	0	0	0
EX_dttp(e)	1	1	1	1	1	1	1	1	1	1
EX_fad(e)	1	1	1	1	1	1	1	1	1	1
EX_fald(e)	0	0	0	0	0	0	0	0	0	0
EX_g1p(e)	1	1	1	1	1	1	1	1	1	1
EX_HC00229(e)	0	0	0	0	0	0	0	0	0	0
EX_HC00250(e)	0	0	0	0	0	0	0	0	0	0
EX_HC01104(e)	1	1	1	1	1	1	1	1	1	1
EX_HC01361(e)	1	1	1	1	1	1	1	1	1	1
EX_HC01444(e)	0	0	0	0	0	0	0	0	0	0
EX_HC01609(e)	1	1	1	1	1	1	1	1	1	1
EX_HC01610(e)	1	1	1	1	1	1	1	1	1	1
EX_itp(e)	1	1	1	1	1	1	1	1	1	1
EX_orot(e)	1	1	1	1	1	1	1	1	0	1
EX_prpp(e)	1	1	1	1	1	1	1	1	1	1
EX_ptrc(e)	0	0	1	1	1	1	0	1	0	1
EX_pydx5p(e)	0	0	0	0	0	0	0	0	0	0
EX_spmd(e)	1	1	1	1	1	1	1	1	1	1
EX_udpg(e)	1	1	1	1	1	1	1	1	1	1
r0002	0	0	0	0	0	0	0	0	0	0
r0009	1	1	1	1	1	1	1	1	1	1
r0010	1	1	1	1	1	1	1	1	1	1
r0013	1	1	1	1	1	1	1	1	1	1
r0016	1	1	1	1	1	1	1	1	1	1
r0021	1	1	1	1	1	1	1	1	1	1
r0022	1	1	1	1	1	1	1	1	1	1
r0027	1	1	1	1	1	1	1	1	1	1
r0028	0	0	0	0	0	0	0	0	0	0
r0033	1	1	1	1	1	1	1	1	1	1
r0034	1	1	1	1	1	1	1	1	1	1
r0047	0	0	0	0	0	0	0	0	0	0
r0051	1	1	1	1	1	1	1	1	1	1
r0055	1	1	1	1	1	1	1	1	1	1
r0060	0	0	0	0	0	0	0	0	0	0
r0062	0	1	0	1	0	1	0	1	1	0
r0068	0	0	0	0	0	0	0	0	0	0
r0074	1	1	1	1	1	1	1	1	1	1
r0081	1	1	1	1	1	1	1	1	1	1
r0082	1	1	1	1	1	1	1	1	1	1
r0083	1	1	1	1	1	1	1	1	1	1
r0084	1	1	1	1	1	1	1	1	1	1
r0085	1	1	1	1	1	1	1	1	1	1
r0086	1	1	1	1	1	1	1	1	1	1
r0093	1	1	1	1	1	1	1	1	1	1
r0097	0	0	0	0	0	0	0	0	0	0
r0113	1	1	1	1	1	1	1	1	1	1
r0119	1	1	1	1	1	1	1	1	1	1
r0122	0	0	0	0	0	0	0	0	0	0
r0127	1	1	1	1	1	1	1	1	1	1
r0129	1	1	1	1	1	1	1	1	1	1
r0130	0	0	0	0	0	0	0	0	0	0
r0139	1	1	1	1	1	1	1	1	1	1
r0142	1	1	1	1	1	1	1	1	1	1
r0145	1	1	1	1	1	1	1	1	1	1
r0149	1	1	1	1	1	1	1	1	1	1
r0153	1	1	1	1	1	1	1	1	1	1
r0156	1	1	1	1	1	1	1	1	1	1
r0157	1	1	1	1	1	1	1	1	1	1
r0160	1	1	1	1	1	1	1	1	1	1
r0163	0	0	1	0	1	1	1	0	0	0
r0165	1	1	1	1	1	1	1	1	1	1
r0166	0	0	0	0	0	0	0	0	0	0
r0170	1	1	1	1	1	1	1	1	1	1
r0173	1	1	1	1	1	1	1	1	1	1
r0178	1	1	1	1	1	1	1	1	1	1
r0179	1	1	1	1	1	1	1	1	1	1
r0181	1	1	1	1	1	1	1	1	1	1
r0186	1	1	1	1	1	1	1	1	1	1
r0191	1	1	1	1	1	1	1	1	1	1
r0193	0	0	0	0	0	0	0	0	0	0
r0196	1	1	1	1	1	1	1	1	1	1
r0202	0	0	0	0	0	0	0	0	0	0
r0208	1	1	1	1	1	1	1	1	1	1
r0210	0	0	0	0	0	0	0	0	0	0
r0224	1	1	1	1	1	1	1	1	1	1
r0226	1	1	1	1	1	1	1	1	1	1
r0233	1	1	1	1	1	1	1	1	1	1
r0236	0	0	0	0	0	0	0	0	0	0
r0239	1	1	1	1	1	1	1	1	1	1
r0242	1	1	1	1	1	1	1	1	1	1
r0245	1	1	1	1	1	1	1	1	1	1
r0246	1	1	1	1	1	1	1	1	1	1
r0249	1	1	1	1	1	1	1	1	1	1
r0265	1	1	1	1	1	1	1	1	1	1
r0267	1	1	1	1	1	1	1	1	1	1
r0268	1	1	1	1	1	1	1	1	1	1
r0276	1	1	1	1	1	1	1	1	1	1
r0280	1	1	1	1	1	1	1	1	1	1
r0281	1	1	1	1	1	1	1	1	1	1
r0283	1	1	1	1	1	1	1	1	1	1
r0287	1	1	1	1	1	1	1	1	1	1
r0295	1	1	1	1	1	1	1	1	1	1
r0301	0	0	0	0	0	0	0	0	0	0
r0308	1	1	1	1	1	1	1	1	1	1
r0309	0	0	0	0	0	0	0	1	0	0
r0310	0	0	0	0	0	0	0	0	0	0
r0311	1	1	1	1	1	1	1	1	1	1
r0317	1	1	1	1	1	1	1	1	1	1
r0321	1	1	1	1	1	1	1	1	1	1
r0330	1	1	1	1	1	1	1	1	1	1
r0331	1	1	1	1	1	1	1	1	1	1
r0339	1	1	1	1	1	1	1	1	1	1
r0340	1	1	1	1	1	1	1	1	1	1
r0345	1	1	1	1	1	1	1	1	1	1
r0354	1	1	1	1	1	1	1	1	1	1
r0355	1	1	1	1	1	1	1	1	1	1
r0357	1	1	1	1	1	1	1	1	1	1
r0358	1	1	1	1	1	1	1	1	1	1
r0360	1	1	1	1	1	1	1	1	1	1
r0361	0	0	0	0	0	0	0	0	0	0
r0363	0	0	0	0	0	0	0	0	0	0
r0364	0	0	0	0	0	0	0	0	0	0
r0365	1	1	1	1	1	1	1	1	1	1
r0377	1	1	1	1	1	1	1	1	1	1
r0381	0	0	0	0	0	0	0	0	0	0
r0383	1	1	1	1	1	1	1	1	1	1
r0384	1	1	1	1	0	1	0	1	1	1
r0385	0	0	0	0	0	0	0	0	0	0
r0386	0	0	0	0	0	0	0	0	0	0
r0388	0	0	0	0	0	0	0	0	0	0
r0389	1	1	1	1	1	1	1	1	1	1
r0390	0	0	0	0	0	0	0	0	0	0
r0391	1	1	1	1	1	1	1	1	1	1
r0392	0	0	0	0	0	0	0	0	1	0
r0393	1	1	1	1	1	1	1	1	1	1
r0394	0	0	0	0	0	0	0	0	0	0
r0395	0	0	0	0	0	0	0	0	0	0
r0398	1	1	1	1	1	1	1	1	1	1
r0399	1	1	1	1	1	1	1	1	1	1
r0400	1	1	1	1	1	1	1	1	1	1
r0403	1	1	1	1	1	1	1	1	1	1
r0407	1	1	1	1	1	1	1	1	1	1
r0408	1	1	1	1	1	1	1	1	1	1
r0409	0	0	0	0	0	0	0	0	0	0
r0410	0	0	0	0	0	0	0	0	0	0
r0413	1	1	1	1	1	1	1	1	1	1
r0422	1	1	1	1	1	1	1	1	1	1
r0423	1	1	1	1	1	1	1	1	1	1
r0424	1	1	1	1	1	1	1	1	1	1
r0425	0	0	0	0	0	0	0	0	0	0
r0426	1	1	1	1	1	1	1	1	1	1
r0434	0	0	0	0	0	0	0	0	0	0
r0437	1	1	1	1	1	1	1	1	1	1
r0441	1	1	1	1	1	1	1	1	1	1
r0443	1	1	1	1	1	1	1	1	1	1
r0450	1	1	1	1	1	1	1	1	1	1
r0451	1	1	1	1	1	1	1	1	1	1
r0456	1	1	1	1	1	1	1	1	1	1
r0463	1	1	1	1	1	1	1	1	1	1
r0464	1	1	1	1	1	1	1	1	1	1
r0470	0	0	0	0	0	0	0	0	0	0
r0472	0	0	1	0	0	1	1	0	0	1
r0474	0	0	0	0	0	0	0	0	0	0
r0475	1	1	0	1	0	0	0	0	1	0
r0480	1	1	1	1	1	1	1	1	1	1
r0483	0	0	0	0	0	0	0	0	0	0
r0488	0	0	0	0	0	0	0	0	0	0
r0494	0	0	0	0	0	0	0	0	0	0
r0497	1	1	1	1	1	1	1	1	1	1
r0502	1	1	1	1	1	1	1	1	1	1
r0504	1	1	1	1	1	1	1	1	1	1
r0509	0	0	0	0	0	0	0	0	0	0
r0512	1	1	1	1	1	1	1	1	1	1
r0514	1	1	1	1	1	1	1	1	1	1
r0517	1	1	1	1	1	1	1	1	1	1
r0522	1	1	1	1	1	1	1	1	1	1
r0523	1	1	1	1	1	1	1	1	1	1
r0525	0	0	0	0	0	0	0	0	0	0
r0527	1	1	1	1	1	1	1	1	1	1
r0531	1	1	1	1	1	1	1	1	1	1
r0539	1	1	1	1	1	1	1	1	1	1
r0541	1	1	1	1	1	1	1	1	1	1
r0545	1	1	1	1	1	1	1	1	1	1
r0547	0	0	0	0	0	0	0	0	0	0
r0549	1	1	1	1	1	1	1	1	1	1
r0552	1	1	1	1	1	1	1	1	1	1
r0553	1	1	1	1	1	1	1	1	1	1
r0555	1	1	1	1	1	1	1	1	1	1
r0556	1	1	1	1	1	1	1	1	1	1
r0557	1	1	1	1	1	1	1	1	1	1
r0558	1	1	1	1	1	1	1	1	1	1
r0559	1	1	1	1	1	1	1	1	1	1
r0560	0	0	0	0	0	0	0	0	0	0
r0561	1	1	1	1	1	1	1	1	1	1
r0568	1	1	0	1	1	1	1	1	1	1
r0570	1	1	1	1	1	1	1	1	1	1
r0571	1	1	1	1	1	1	1	1	1	1
r0573	1	1	1	1	1	1	1	1	1	1
r0575	1	1	1	1	1	1	1	1	1	1
r0578	1	1	1	1	1	1	1	1	1	1
r0579	1	1	1	1	1	1	1	1	1	1
r0580	1	1	1	1	1	1	1	1	1	1
r0584	1	1	1	1	1	1	1	1	1	1
r0587	1	1	1	1	1	1	1	1	1	1
r0590	1	1	1	1	1	1	1	1	1	1
r0591	1	1	1	1	1	1	1	1	1	1
r0594	1	1	1	1	1	1	1	1	1	1
r0595	0	0	0	0	0	0	0	0	0	0
r0596	1	1	1	1	1	1	1	1	1	1
r0603	1	1	1	1	1	1	1	1	1	1
r0604	1	1	1	1	1	1	1	1	1	1
r0610	1	1	1	1	1	1	1	1	1	1
r0611	1	1	1	1	1	1	1	1	1	1
r0614	1	1	1	1	1	1	1	1	1	1
r0615	1	1	1	1	1	1	1	1	1	1
r0616	0	0	1	1	1	0	1	1	1	1
r0617	1	1	1	1	1	1	1	1	1	1
r0618	1	1	0	0	0	1	0	0	0	0
r0620	0	0	1	0	1	1	1	0	0	0
r0627	0	0	0	0	0	0	0	0	0	0
r0629	1	1	1	1	1	1	1	1	1	1
r0630	1	1	1	1	1	1	1	1	1	1
r0633	1	1	1	1	1	1	1	1	1	1
r0634	1	1	1	1	1	1	1	1	1	1
r0636	1	1	1	1	1	1	1	1	1	1
r0637	1	1	1	1	1	1	1	1	1	1
r0638	1	1	1	1	1	1	1	1	1	1
r0639	1	1	1	1	1	1	1	1	1	1
r0641	1	1	1	1	1	1	1	1	1	1
r0642	0	0	0	0	0	0	0	0	0	0
r0643	1	1	1	1	1	1	1	1	1	1
